0.025	1.74e10
0.075	7.09e10
0.125	1.36e11
0.175	2.13e11
0.225	3.31e11
0.275	4.97e11
0.325	7.08e11
0.375	9.36e11
0.425	1.19e12
0.475	1.49e12
0.525	1.69e12
0.575	1.71e12
0.625	1.6e12
0.675	1.44e12
0.725	1.24e12
0.775	9.84e11
0.825	7.38e11
0.875	5.32e11
0.925	3.91e11
0.975	2.96e11
1.025	2.34e11
1.075	1.93e11
1.125	1.64e11
1.175	1.44e11
1.225	1.23e11
1.275	1.07e11
1.325	9.71e10
1.375	8.54e10
1.425	7.8e10
1.475	7.13e10
1.525	6.42e10
1.575	6.03e10
1.625	5.67e10
1.675	5.25e10
1.725	4.77e10
1.775	4.46e10
1.825	4.33e10
1.875	4.03e10
1.925	3.83e10
1.975	3.6e10
2.025	3.4e10
2.075	3.21e10
2.125	3.08e10
2.175	2.91e10
2.225	2.75e10
2.275	2.66e10
2.325	2.58e10
2.375	2.4e10
2.425	2.35e10
2.475	2.24e10
2.525	2.09e10
2.575	2.13e10
2.625	2.09e10
2.675	1.96e10
2.725	1.95e10
2.775	1.91e10
2.825	1.87e10
2.875	1.8e10
2.925	1.82e10
2.975	1.72e10
3.025	1.74e10
3.075	1.64e10
3.125	1.58e10
3.175	1.6e10
3.225	1.58e10
3.275	1.55e10
3.325	1.55e10
3.375	1.52e10
3.425	1.49e10
3.475	1.48e10
3.525	1.43e10
3.575	1.41e10
3.625	1.41e10
3.675	1.4e10
3.725	1.36e10
3.775	1.33e10
3.825	1.32e10
3.875	1.32e10
3.925	1.3e10
3.975	1.27e10
4.025	1.26e10
4.075	1.24e10
4.125	1.21e10
4.175	1.2e10
4.225	1.18e10
4.275	1.16e10
4.325	1.12e10
4.375	1.09e10
4.425	1.06e10
4.475	1.03e10
4.525	1.01e10
4.575	9.96e9
4.625	9.42e9
4.675	9.16e9
4.725	9.08e9
4.775	8.67e9
4.825	8.57e9
4.875	8.07e9
4.925	7.85e9
4.975	7.85e9
5.025	7.6e9
5.075	7.29e9
5.125	7.02e9
5.175	6.67e9
5.225	6.59e9
5.275	6.14e9
5.325	6.22e9
5.375	6.17e9
5.425	5.51e9
5.475	5.5e9
5.525	5.41e9
5.575	5.21e9
5.625	5.13e9
5.675	4.75e9
5.725	4.74e9
5.775	4.66e9
5.825	4.38e9
5.875	4.23e9
5.925	4.22e9
5.975	4.04e9
6.025	4.09e9
6.075	3.86e9
6.125	3.73e9
6.175	3.66e9
6.225	3.66e9
6.275	3.58e9
6.325	3.46e9
6.375	3.29e9
6.425	3.12e9
6.475	3.14e9
6.525	3.05e9
6.575	3.07e9
6.625	3.04e9
6.675	2.78e9
6.725	2.8e9
6.775	2.7e9
6.824	2.71e9
6.875	2.61e9
6.925	2.51e9
6.975	2.48e9
7.025	2.47e9
7.075	2.35e9
7.125	2.28e9
7.175	2.2e9
7.225	2.15e9
7.275	2.15e9
7.325	2.19e9
7.375	2.11e9
7.425	2.e9
7.475	2.e9
7.525	1.88e9
7.575	1.91e9
7.625	1.83e9
7.675	1.78e9
7.725	1.7e9
7.775	1.67e9
7.825	1.71e9
7.875	1.66e9
7.925	1.54e9
7.975	1.61e9
8.025	1.56e9
8.075	1.5e9
8.125	1.47e9
8.175	1.4e9
8.225	1.39e9
8.275	1.37e9
8.325	1.41e9
8.375	1.24e9
8.425	1.29e9
8.475	1.23e9
8.525	1.21e9
8.575	1.25e9
8.625	1.2e9
8.675	1.09e9
8.725	1.16e9
8.775	1.12e9
8.825	1.13e9
8.875	1.06e9
8.925	1.05e9
8.975	1.04e9
9.025	1.05e9
9.075	9.31e8
9.125	9.66e8
9.175	9.5e8
9.225	8.8e8
9.275	8.9e8
9.325	8.29e8
9.375	8.96e8
9.425	8.09e8
9.475	8.08e8
9.525	8.04e8
9.575	7.41e8
9.625	7.44e8
9.675	7.32e8
9.725	7.46e8
9.775	8.4e8
9.825	6.66e8
9.875	6.67e8
9.925	6.26e8
9.975	6.46e8
10.5	5.02e8
11.5	3.15e8
12.5	2.01e8
13.5	1.26e8
14.5	7.37e7
15.5	5.02e7
16.5	2.73e7
17.5	1.7e7
18.5	9.69e6
19.5	4.06e6
20.5	2.23e6
21.5	431000.
22.5	247000.
23.5	125000.
24.5	0.
25.5	0.
26.5	0.
27.5	0.
28.5	0.
29.5	0.
